,title,final_price,list_price,bedrooms,bathrooms,sqft,parking,description,mls,type,full_link,full_address,lat,long,city_district
735,"2811 - 33 Shore Breeze Dr, Toronto (W4763926) | Zoocasa",705000,"$695,000",2,2,800–899 sq. ft.,1,"Priced For A Quick Sale. Upscale, Luxury Water Front Condo On High 28th Floor With South West View Of Lake And Marina. Two Bedrooms, Two Full Bathrooms, Media Room, Ensuite Laundry. One Parking And One Locker Included In The Price, Central Island, S/S Appliances, Measurements Are Builder's Approximate.",W4763926,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6847963-2811-33-shore-breeze-dr-toronto-on-m8v1a1-vow," 33 Shore Breeze Dr, Toronto , Ontario, Canada",43.623976,-79.4792373,
736,"55 Kerr Rd, Toronto (E4763850) | Zoocasa",1225000,"$1,150,000",3,2,N/A sq. ft.,1,"Featured In House & Home Magazine!An Absolutely Stunning Open Concept Family Home With A Complete Custom Renovation From Top To Bottom.This 3 Bedroom,2 Bathroom Home Boasts Outstanding Quality And Attention To Detail Throughout Including Oak Floors, Electric Fireplace,Tons Of Custom Closet Space,Double Door Walk-Out To Landscaped Backyard With Custom Deck And Shed, Heated Floor In Main Bath, Hunterdouglas Blinds,Kraft Maid Kitchen Cabinets And Much More!",E4763850,Semi-Detached,https://www.zoocasa.com/toronto-on-real-estate/6847919-55-kerr-rd-toronto-on-m4l1k2-vow,"55 Kerr Rd, Toronto , Ontario, Canada",43.6666794,-79.3236486,
737,"403 - 365 Church St, Toronto (C4763835) | Zoocasa",880499,"$869,900",2,2,700–799 sq. ft.,1,"Your Epic Summer Starts Here! Make Memories On Your Massive (600Sqft. Approx) S/E 3 Season Terrace Overlooking Treetops. This 2 Bed 2 Bath Incl. A Rare Parking Spot & Oversized Locker. Location! Here You're Steps To Yonge St, The Village, Ryerson, Maple Leaf Gardens (Loblaws) And 2 Ttc Lines (Carlton St. Car & College Subway). 10Ft. Ceilings Complement The Floor To Ceiling Windows. Fine Finishes Incl. Hardwood Floors, Marble Tiles, & Thick Quartz Counters!",C4763835,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6847897-403-365-church-st-toronto-on-m5b1z9-vow," 365 Church St, Toronto , Ontario, Canada",43.660846,-79.37875559999999,
738,"87 Springhurst Ave, Toronto (W4763748) | Zoocasa",1300000,"$1,299,000",3,4,2000–2500 sq. ft.,0,"Beautiful Victorian In The Heart Of Parkdale. Recently Renovated And Packed With Charming Features Including Hardwood Floors, Stained Glass Windows, Crown Moldings, & Exposed Brickwork. Currently Set Up As Two Units, Allowing You To Live-In And Collect Rent Or Keep As An Investment. Main Floor And Basement - 2 Bedrooms 2 Washrooms. Upper Unit - 3 Bedrooms , 2 Washrooms With A Roof Top Balcony. Both With Ensuite Laundry.",W4763748,Semi-Detached,https://www.zoocasa.com/toronto-on-real-estate/6847816-87-springhurst-ave-toronto-on-m6k1b7-vow,"87 Springhurst Ave, Toronto , Ontario, Canada",43.6337213,-79.43085909999999,
739,"1112 - 5001 Finch Ave E, Toronto (E4763619) | Zoocasa",478000,"$419,900",2,2,900–999 sq. ft.,1,"Luxury ""Monarch"" Condos With Spacious And 2 Bedroom Suite With Unobstructed South View. Across From Woodside Square Mall, Schools, Library, Restaurants, Grocery, Parks And Ttc. Well Maintained And Managed Building With 24 Hours Gatehouse And Security. Minutes To Hwy 401 And 407. Excellent Rec Facilities With Indoor Pool, Party Room, Sauna, Gym.",E4763619,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6847552-1112-5001-finch-ave-e-toronto-on-m1s5j9-vow," 5001 Finch Ave E, Toronto , Ontario, Canada",43.8073161,-79.26707929999999,
740,"11 Stevenharris Dr, Toronto (W4763194) | Zoocasa",966000,"$899,000",3,2,N/A sq. ft.,3,"Beautiful Bright & Updated Brick Bungalow In Coveted Markland Woods. Situated On Quiet Street W/Large Lot, Carport, W/O To Large Deck & Lucious Green, Private Fenced Yard. Reno'd Basement Apartment W/Bedroom & Separate Entrance-Rent Out For Extra Income Or Use As Additional Ent Area & Office/Home Gym. Close To Everything! Excellent Schools, Grocery, Trnsit, Highways, Airport & Centennial Park. Newer Deck, Fence & Pergola, Landscapg. Roof Will Be Replaced New!",W4763194,Detached,https://www.zoocasa.com/toronto-on-real-estate/6846515-11-stevenharris-dr-toronto-on-m9c1t9-vow,"11 Stevenharris Dr, Toronto , Ontario, Canada",43.6293168,-79.5613757,
741,"2015 - 25 Telegram Mews, Toronto (C4763160) | Zoocasa",598000,"$598,000",1,1,500–599 sq. ft.,0,"Welcome To ""Montage"" At This Vibrant City Place Condo In The Heart Of Downtown Toronto! Luxury Lifesyle Awaits With All The Comforts Of Fabulous Amenities Within Steps To Lakefront, Entertainment & Cultural Events.This Stylish Suite Boasts Study Niche,Bright & Airy Decor, Freshly Painted, New Bdrm Laminate, White Kitchen W/Granite Counters & Glass Displays, Spacious Master, Sleek White Bathroom.",C4763160,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6846467-2015-25-telegram-mews-toronto-on-m5v3z1-vow," 25 Telegram Mews, Toronto , Ontario, Canada",43.6409179,-79.3939821,
742,"18 Elton Cres, Toronto (W4762960) | Zoocasa",1570000,"$1,299,000",3,5,N/A sq. ft.,2,"Gorgeous Custom-Built Brick Home, Steps Away From The Lake In The Prestigious Neighbourhood Of Lake Promenade. A Very Rare Open Concept Floor Plan, W 10 Ft Ceilings In The Basement & A Separate Walkout. Chef's Kitchen W Built-In Appliances, & Quartz Waterfall Island & Backsplash. W/O Deck Overlooking Large Enclosed Backyard. Built-In Fireplace, Glass Railings, 3 Bedrooms, 4+1 Bathrooms, Including Spa Like Retreat In The Ensuite. Pot Lights, W/I Closets.",W4762960,Detached,https://www.zoocasa.com/toronto-on-real-estate/6845571-18-elton-cres-toronto-on-m8w2x8-vow,"18 Elton Cres, Toronto , Ontario, Canada",43.5917935,-79.5246463,
743,"1611 - 1 Massey Sq, Toronto (E4761805) | Zoocasa",415000,"$425,000",2,1,900–999 sq. ft.,1,"Large, Bright And Spacious With Gorgeous View Of Toronto Skyline & C.N. Tower, Not Blocked By Any Other Building. Steps To Victoria Park Subway, School, Shops, Library, Golf Course, Parks, And Much More. Maintenance Fees Cover Cable T.V, Water, Heat, & Hydro, So No Pesky Planning For Unwanted Bills, Just Settle In And Enjoy. A Great Spot To Call Home For A Great Low Price. Priced To Sell.",E4761805,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6842415-1611-1-massey-sq-toronto-on-m4c5l4-vow," 1 Massey Sq, Toronto , Ontario, Canada",43.6964446,-79.2941767,
744,"132 Glenwood Cres, Toronto (E4761720) | Zoocasa",1500000,"$1,699,000",4,2,N/A sq. ft.,4,"Amazing 240' Exceptionally Landscaped Ravine Lot, Expansive Table Land, Magnificent View From All Floors, Walk-Outs, Decks, Patios, Truly Unique Opportunity Of A Lifetime. Heated Floors Throughout, Hardwood Floors, Glass Sliding Doors, Gourmet Kitchen, Wolf Complete Gas Stove, 4 Bedrooms, Minutes To All Amenities, Metro, Shopper, Home Depot, Banks, Ttc, Parkway. Matterport 3D.",E4761720,Detached,https://www.zoocasa.com/toronto-on-real-estate/6842028-132-glenwood-cres-toronto-on-m4b1k2-vow,"132 Glenwood Cres, Toronto , Ontario, Canada",43.7043579,-79.3114777,
745,"25 Westminster Ave, Toronto (W4761509) | Zoocasa",1458833,"$1,089,000",4,3,N/A sq. ft.,2,"Surprisingly Spacious Roncy Semi With A Solid Double-Car Garage, 500Sqft Loft Space, Basement Apartment, South-Facing Backyard On One Of The Best Streets In The Heart Of Roncesvalles Village. Wish List? Check! Ready For Someone To Make Their Own. Sorauren Park Is Basically Outside Your Door And The Main Strip Is A Skip Away. 100 Transit Score. Quick To Downtown, Airport And Everything Else.",W4761509,Semi-Detached,https://www.zoocasa.com/toronto-on-real-estate/6841561-25-westminster-ave-toronto-on-m6r1n3-vow,"25 Westminster Ave, Toronto , Ontario, Canada",43.6478597,-79.44508780000001,
746,"38 West Ave, Toronto (E4761401) | Zoocasa",1750000,"$1,750,000",4,4,2000–2500 sq. ft.,5,"Location! Location! Elegant Detached Home With 3 Car Garages In Prime South Riverdale Area, On A Rare 30' Lot *Fully Renovated* All Work Done With Permits. Modern Finishes, Open Concept & 9' Ceiling On Main Floor, Gorgeous Kitchen With S/S Appliances And Center Island. Finished Walk Up Bsmt W/ Income Potential. 2 Min To Dvp. Close To Shops, Restaurants And East China Town. Ac & Furnace 2 Years. Roof 5 Years. Surveillance System Installed.",E4761401,Detached,https://www.zoocasa.com/toronto-on-real-estate/6841464-38-west-ave-toronto-on-m4m2l8-vow,"38 West Ave, Toronto , Ontario, Canada",43.6643439,-79.3464424,
747,"46 Marcos Blvd, Toronto (E4760975) | Zoocasa",780100,"$799,900",3,2,N/A sq. ft.,1,"Attention Investors & Contractors! Located In A Family Friendly Bendale Neighbourhood, This 3 Bdrm, 2 Bath Brick Bungalow Features A Spacious Living & Dining Room, An E/I Kitchen W/Under Cabinet Lighting, Ceramic Bksplash & B/I Appliances. A Sep Entrance Leads To A Partly Finished Bsmt W/Above Grade Wndws, 2nd Kitchen & 3 Pc Bath! Garage Access To Rear Yard! 200 Amp Breaker Panel! W/O To Deck & Patio! Steps To Schools, Parks, Shops, Ttc & Other Amenities!",E4760975,Detached,https://www.zoocasa.com/toronto-on-real-estate/6840059-46-marcos-blvd-toronto-on-m1k5a9-vow,"46 Marcos Blvd, Toronto , Ontario, Canada",43.7471081,-79.2611122,
748,"312 - 2035 Sheppard Ave E, Toronto (C4760951) | Zoocasa",455000,"$449,000",1,1,500–599 sq. ft.,1,"Immaculate One Bedroom Unit In Luxury Monarch Legacy @ Heron Hill <> Bright Designer Decor, North Facing W/ Large Balcony <> State Of The Art Amenities, Gym, Party Room, Cyber Lounge <> Laminate Flooring Throughout The Unit <> Lots Of Visitor Parking <> Walk To Transit, Restaurant, Tim Hortons <> Close To Supermarket, Bank, Subway And Fairview Mall <> Easy Access To 401/404/Dvp <> Available For Immediate Possession <> Won't Last! <>",C4760951,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6840022-312-2035-sheppard-ave-e-toronto-on-m2j1w6-vow," 2035 Sheppard Ave E, Toronto , Ontario, Canada",43.7754057,-79.33617819999999,
749,"423 - 233 Carlaw Ave, Toronto (E4760735) | Zoocasa",585000,"$499,999",1,1,500–599 sq. ft.,0,"Garment Factory Lofts: This Hard Loft Has Been Completely Renovated With Quality Throughout. Concrete Floors, Fluted Columns And Soaring 12Ft Ceilings Mixed With Modern Finishes. Ample Kitchen Storage, Gas Range, Large Full-Height Master Closet And A Spa-Inspired Bathroom. Walk Out To Your Large Terrace With A Gas Bbq, Perfect For Entertaining. This Loft Can't Be Missed!",E4760735,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6839203-423-233-carlaw-ave-toronto-on-m4m3n6-vow," 233 Carlaw Ave, Toronto , Ontario, Canada",43.6630997,-79.3403069,
750,"107 - 52 Forest Manor Rd, Toronto (C4760636) | Zoocasa",490000,"$488,000",1,1,500–599 sq. ft.,1,"Welcome To Emerald City! Prime North York Location. This Modern End Unit Has Been Freshly Painted, Boasts 10 Ft High Ceilings, Stainless Steel Appliances, New Led Light Fixtures & Overlooks A Quiet Courtyard! A Spacious Suite With A Functional Layout. This Unit Is Located On The Main Floor. No Need To Wait For The Elevator. Excellent Opportunity To Live In A Great Building & Wonderful Community.",C4760636,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6839101-107-52-forest-manor-rd-toronto-on-m2j0c2-vow," 52 Forest Manor Rd, Toronto , Ontario, Canada",43.7730134,-79.3458926,
751,"706 - 10 Navy Wharf Crt, Toronto (C4760607) | Zoocasa",710000,"$649,900",1,1,700–799 sq. ft.,1,"Location! Location! This Updated Gorgeous 1+1 Bedroom Corner Unit Condo For Sale In The Heart Of Downtown Toronto. 723 Sq. Ft Offers Floor To Ceiling Windows With An Amazing Views Of The City & The Cn Tower! Open Concept Kitchen With Quartz Waterfall Edge And Spacious Island! Walking Distance To Everything. The Super Club Building Amenities Include Gym, Lap Pool, Bowling Alley, Basketball Court.",C4760607,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6839077-706-10-navy-wharf-crt-toronto-on-m5v3v2-vow," 10 Navy Wharf Crt, Toronto , Ontario, Canada",43.6404402,-79.3918535,
752,"62 - 59 Driftwood Ave, Toronto (W4760285) | Zoocasa",425000,"$399,888",3,2,1000–1199 sq. ft.,1,"This End Unit 3 Bdrm+Den, 1.5 Bath Townhouse Is Just Like A Semi Very Spacious With A Great Layout, Large Rooms, Separate Side Entrance & Much More! Nestled In A Quiet Corner W/ Beautiful Views Of A Gorgeous Ravine Perfect For Trails & Outdoor Activities. Conveniently Located Close To All Amenities, Schools, Highways, Transit, Shopping. Don't Miss This Opportunity. This One Is Priced To Sell!! All Showings W/ 1 Hr Notice!",W4760285,Condo Townhouse,https://www.zoocasa.com/toronto-on-real-estate/6838360-62-59-driftwood-ave-toronto-on-m3n2m3-vow," 59 Driftwood Ave, Toronto , Ontario, Canada",43.75162359999999,-79.5128031,
753,"40 Davisbrook Blvd, Toronto (E4759370) | Zoocasa",940000,"$949,000",3,3,N/A sq. ft.,2,"Welcome To 40 Davisbrooke Blvd In Toronto! This Beautiful 3 Bed, 3 Bath,3 Level Backsplit Home Is Nestled On A Quiet Street In The Mature Tam 0'Shanter-Sullivan Community. The Ideal Location Puts You Minutes From Hwy 401, The Dvp & Downtown Toronto. This Is The Perfect Family Home With 3+1 Spacious Bedrooms, A Family Sized Eat-In Kitchen, Huge Rec Room W/Fireplace & Sprawling Private Side Garden Your Family Will Look Forward To Coming Home!",E4759370,Detached,https://www.zoocasa.com/toronto-on-real-estate/6835963-40-davisbrook-blvd-toronto-on-m1t2h8-vow,"40 Davisbrook Blvd, Toronto , Ontario, Canada",43.783061,-79.30645919999999,
754,"Ph1422 - 629 King St W, Toronto (C4758516) | Zoocasa",1769000,"$1,858,000",2,3,1400–1599 sq. ft.,1,"Rarely Available! Sophisticated South Facing 2 Sty Penthouse Spans 1789 Sf In/Out. Gleaming 5"" Plank Wood Floors, 2 Large Terraces, Gas Line & Sensational Views. Scavolini Kitchen W/Premium Integrated Subzero/Wolf Appliances, Carrara Marble Counters & Island. 10Ft Floor To Ceiling Windows W/Auto Blinds. Open Concept Dining & Living Area -Bose Surround Sound Sys & Custom Designed 74"" Linear Fireplace & Mantel. Home Automation Sys & Nest Thrmst. Parking Incl!!",C4758516,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6833625-1422-629-king-st-w-toronto-on-m5v1g9-vow," 629 King St W, Toronto , Ontario, Canada",43.6439831,-79.40149799999999,
755,"52 Springhurst Ave, Toronto (W4758364) | Zoocasa",1500000,"$1,489,000",3,2,2000–2500 sq. ft.,1,Impressive Victorian. Thoughtfully Renovated Throughout. The Gracious Floor Plan Allows For Ample Living Space. This Home Features 3 Spacious Bdrms. A 2nd Flr Family Rm. The Master Bdrm Boasts Its Own Balcony W/ Lake Views. Convenient 2nd Flr Laundry. 4Pc Bathrm With Heated Flrs. Gorgeous Low Maintenance Courtyard. Laneway Prkng. Separate Entrance To An Income Generating Basement Apt.Nestled In One Of Toronto's Most Vibrant Communities With So Much To Offer,W4758364,Semi-Detached,https://www.zoocasa.com/toronto-on-real-estate/6833508-52-springhurst-ave-toronto-on-m6k1b6-vow,"52 Springhurst Ave, Toronto , Ontario, Canada",43.6338868,-79.43129789999999,
756,"1702 - 117 Mcmahon Dr, Toronto (C4757864) | Zoocasa",858000,"$898,000",3,2,1000–1199 sq. ft.,1,"Welcome To 117 Mcmahon Drive, Bright And Spacious Corner Three-Bedroom Suite In Prestigious Bayview Village Area. Easy Access To Major Highways, Close To Ikea, And Many Other Shopping Facilities. Walking Distance To Subway Station. One Of The Largest Units In The Building. Gorgeous Open Concept Layout And Wrap-Around With Floor To Ceiling Windows. Walk-Out To A Full Balcony.",C4757864,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6832494-1702-117-mcmahon-dr-toronto-on-m2k0e4-vow," 117 Mcmahon Dr, Toronto , Ontario, Canada",43.7672224,-79.37073319999999,
757,"804 - 15 Bruyeres Mews, Toronto (C4757616) | Zoocasa",522000,"$525,900",1,1,0-499 sq. ft.,1,"This Beautiful Downtown 1 Bedroom Condo Offering Parking, Locker And En Suite Laundry..",C4757616,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6831499-804-15-bruyeres-mews-toronto-on-m5v0a7-vow," 15 Bruyeres Mews, Toronto , Ontario, Canada",43.6371296,-79.400621,
758,"702 - 260 Doris Ave, Toronto (C4757238) | Zoocasa",644000,"$639,900",2,2,800–899 sq. ft.,1,|| Imperial Towers || Fully Upgraded 2Bd/2Bth Luxury Corner Suite Offers 838Sf Of Lavishness | Bright S.W. Exposure | F/ Sleek Eng H/W Flrs Thru Out | Stunning Kitch W/ Quartz Counters+Mrbl Bksplash+S/S Appl's | Updated Baths+++ Prime Uptown Loc'n Steps From N.Y. Sbwy Stn+Shops+Restaurants+Top Rated Schools (Incl Mckee P.S.+Earl Haig)+++ World Renowned Amenities Incl 24 Hr Concierge+Exercise Rm+Sauna+Party Room+Library+Biz Ctr+Guest Suites/Parking+++ Must See,C4757238,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6830496-702-260-doris-ave-toronto-on-m2n6x9-vow," 260 Doris Ave, Toronto , Ontario, Canada",43.7721814,-79.4123789,
759,"120 - 35 Saranac Blvd, Toronto (C4756988) | Zoocasa",690000,"$699,900",3,2,1000–1199 sq. ft.,1,"Exceptional Value, Large 3 Bedroom Unit On Main Floor With A Walkout To A Large Exclusive Use Garden, Large Master Bedroom With A Very Large Walk-In Closet, Ensuite Bathroom With A Stand Up Shower. Owned Underground Parking And Locker, Close To Shops, Plaza, Schools, Place Of Worship, Restaurants And Transportation, Great Opportunity To Live In A Large Unit, Like Living In A Bungalow.",C4756988,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6829895-120-35-saranac-blvd-toronto-on-m6a2g5-vow," 35 Saranac Blvd, Toronto , Ontario, Canada",43.7227112,-79.4320891,
760,"102 - 38 Hollywood Ave, Toronto (C4756788) | Zoocasa",779000,"$798,000",2,2,1200–1399 sq. ft.,1,"Located At Prime Willowdale East In North York. Spacious & Open Concept Layout With Updated Modern Kitchen. Spacious Master Bedroom With Updated Bathroom. Den Can Be 3rd Bdrm Or Office. Unit With Direct Access To Underground Parking. Close To Ttc, Sheppard Subway, School, Library, Yonge Sheppard Centre, Shopping, Lcbo, Loblaws & Restaurant. Top Ranked Schools: Mckee Ps, Earl Haig Ss & Claude Watson School For Arts",C4756788,Condo Townhouse,https://www.zoocasa.com/toronto-on-real-estate/6829154-102-38-hollywood-ave-toronto-on-m2n6s5-vow," 38 Hollywood Ave, Toronto , Ontario, Canada",43.7665136,-79.40975710000001,
761,"17 Sweet Pea Path, Toronto (W4756293) | Zoocasa",640000,"$649,999",3,3,1800–1999 sq. ft.,1,"Welcome Home To Islington Place! Spacious & Affordable Well Maintained 3 Bedroom, 3 Washroom Townhouse. Many Updates, Many Amenities Close To Highway 401, Steps To Ttc-1 Bus To Subway And Easy Access To 427. The Homeowner Made The Two Bedrooms Into A One Large Bedroom But The Wall Will Be Built Before Closing. Status Cert Av. Please Copy Url For Virtual Tour : Openhouse.Odyssey3D.Ca/Public/Vtour/Display/1576663?idx=1#!/ Ext",W4756293,Condo Townhouse,https://www.zoocasa.com/toronto-on-real-estate/6828181-17-sweet-pea-path-toronto-on-m9p3s2-vow,"17 Sweet Pea Path, Toronto , Ontario, Canada",43.6999098,-79.54713370000002,
